country_name,year,gdp,popdensity,income_per_person,life_expectancy,total_population,m_in,m_out
Early-demographic dividend,2010,8545646445320.08,87.7229936429,,,,,
East Asia & Pacific,2010,16673982045590.3,90.4014214957,,,,,
East Asia & Pacific (excluding high income),2010,7820047724902.89,123.4024999559,,,,,
East Asia & Pacific (IDA & IBRD countries),2010,7805155855037.57,122.7905399369,,,,,
East Timor,2010,934000000,71.715467384,1777,70.8,1057122,9679,34761
Ecuador,2010,69555367000,60.133242068,9311,75.1,14934692,276341,1134042
Egypt,2010,218888324504.753,82.4159867397,10615,70.1,82040994,283475,2607915
El Salvador,2010,21418300000,291.424034749,7237,74.1,6038306,40202,1278842
Equatorial Guinea,2010,12709498548.489,25.9789661319,34431,58.6,728710,6996,78188
Eritrea,2010,2117039512.19512,46.4323168317,1083,60.1,4689664,13487,281115
Estonia,2010,19494662251.6556,31.4101203114,21710,76.4,1332089,217814,163390
Ethiopia,2010,29933790334.3418,87.561814,1081,62.1,87561814,510644,623998
Euro area,2010,12640394222574.8,125.5287174539,,,,,
Europe & Central Asia,2010,20831861081310.8,32.3963853523,,,,,
Europe & Central Asia (excluding high income),2010,3053602710403.1,17.6421413891,,,,,
Europe & Central Asia (IDA & IBRD countries),2010,3592525864590.34,19.2113904874,,,,,
European Union,2010,16946058883844.3,118.9333345751,,,,,
Faroe Islands,2010,2301178416.00619,34.7901146132,,,48567,4837,12971
Federated States of Micronesia,2010,294117200,148.0271428571,3337,68.3,103619,110265,19039
Fiji,2010,3140508835.9485,47.0690749863,7098,65.2,859952,11627,182266
Finland,2010,247814569536.424,17.6484106614,39425,80,5367693,246266,292427
Fragile and conflict affected situations,2010,630598962658.835,29.1633243928,,,,,
France,2010,2646994701986.75,118.7593474287,36745,81.4,62961136,7196481,1965318
French Polynesia,2010,,73.2418032787,,75.62,268065,27588,1211
Gabon,2010,14358584300.3006,5.9841502697,15982,63,1541936,237590,57948
Georgia,2010,11638536890.5347,68.6867979985,5938,72.2,4250132,178249,810207
Germany,2010,3417298013245.03,234.606908225,40632,80.3,80435307,11603711,3836419
Ghana,2010,32174772955.9748,106.8723477191,3091,62.9,24317734,258896,694009
Gibraltar,2010,,3073.2,,,30732,8192,11650
Greece,2010,299379400264.901,86.2788285493,29190,80.4,11177509,1269749,821078
Greenland,2010,2287220565.1596,0.1386405165,24966,70.8,56546,6014,16253
Grenada,2010,771015888.888889,307.8735294118,11178,71,104677,4771,61704
Guam,2010,,295.2592592593,,71.6,159440,72950,2171
Guatemala,2010,41338008617.1119,137.4791060097,6849,71.2,14732261,66302,884864
Guinea,2010,4735956493.06479,44.8168891421,1185,57.9,11012406,200224,402013
Guinea-Bissau,2010,847491366.890874,58.1150782361,1368,54.3,1634196,20410,97257
Guyana,2010,2259288396.24467,3.8270866142,5542,65.5,753362,12378,423693
Haiti,2010,6622541528.56888,362.8308055152,1518,32.2,9999617,32604,1092025
Heavily indebted poor countries (HIPC),2010,463041658270.526,31.8070617824,,,,,
High income,2010,45004571433225.8,32.9137705671,,,,,
Honduras,2010,15839344591.9842,67.0647510948,4270,72,7503875,27153,564110
Hong Kong,2010,228637697575.04,6689.7142857143,48108,82.84,6993570,2748711,946452
Hungary,2010,130093753005.675,110.4608748481,22062,74.6,10014633,427420,551731
IBRD only,2010,19802516478849.9,63.5091635914,,,,,
Iceland,2010,13236887873.0516,3.172478803,38809,82.8,318042,35091,33607
IDA & IBRD total,2010,21382172112681.3,60.5318616089,,,,,
IDA blend,2010,851672684956.445,77.4819963514,,,,,
IDA only,2010,725816940326.799,45.1958393772,,,,,
IDA total,2010,1582445092163.28,53.1811030331,,,,,
India,2010,1708458876829.92,414.0282000141,4547,65.4,1230984504,5330039,13286337
Indonesia,2010,755094157594.527,133.372227405,8498,69.8,241613126,270353,3492456
Iran,2010,467790215915.476,45.5947763348,16980,73.7,74253373,2509220,1011021
Iraq,2010,138516722649.573,71.0723798121,12330,67.3,30868156,91594,2561482
Isle of Man,2010,5420291954.71889,147.9421052632,,,84327,41377,10295
Israel,2010,234321743781.76,352.292051756,29509,81.6,7420368,1363316,330729
Italy,2010,2125184794172.19,201.5279016795,35753,81.9,59588007,5787893,2670095
Ivory Coast,2010,24884505034.5564,63.307254717,2892,56.6,20131707,2018304,782205
Jamaica,2010,13190512703.1357,248.4602031394,8370,74.8,2741253,21153,960460
Japan,2010,5498717815809.77,351.309834042,34404,82.7,127319802,2064499,750677
Jordan,2010,26425379436.6197,73.4164451453,11256,77.9,6517912,2716659,599034
Kazakhstan,2010,148047348240.643,6.0457017446,19601,68.5,16310624,3334623,3979923
Kenya,2010,39999659233.7555,70.8583353832,2503,62.9,40328313,867762,405031
Kiribati,2010,150431113.557145,126.7259259259,1729,61.9,102648,2407,4279
Kosovo,2010,5829933774.83444,163.1009460825,,,,,
Kuwait,2010,115419050942.08,171.6875982043,75365,78.5,3059473,1765407,173992
Kyrgyzstan,2010,4794357795.07139,28.4040667362,2790,67.9,5464567,226524,743174
Laos,2010,7181441139.89806,27.125407279,3901,64.1,6260544,17079,1187508
Late-demographic dividend,2010,13440440525989.9,49.0013763569,,,,,
Latin America & Caribbean,2010,5371409239440.84,29.8720838589,,,,,
Latin America & Caribbean (excluding high income),2010,4500356282030.4,32.4415855849,,,,,
Latin America & the Caribbean (IDA & IBRD countries),2010,5178356887723.4,29.2505061103,,,,,
Latvia,2010,23743309485.9565,33.7010764781,18148,73.9,2090519,313786,311107
Least developed countries: UN classification,2010,678320686656.97,42.0128864476,,,,,
Lebanon,2010,38009950248.7562,423.9644183773,16263,78.1,4337156,818738,713494
Lesotho,2010,2187482926.29624,66.2248353096,2235,46.4,2010586,3840,225608
Liberia,2010,1292697100,41.0920888704,689,60.8,3957990,92870,259595
Libya,2010,74773444900.5368,3.5609858258,30261,75.9,6265697,683998,130833
Liechtenstein,2010,5082338964.87305,226.725,,,36276,21704,3429
Lithuania,2010,37132564255.4319,49.4181412046,20758,73.9,3122835,160374,493032
Low & middle income,2010,20188495930202.8,62.3103937245,,,,,
Low income,2010,289211823374.798,41.6176958668,,,,,
Lower middle income,2010,4601540509108.32,124.9869571497,,,,,
Luxembourg,2010,52351655629.1391,195.7347490347,91147,81.3,507889,162895,57589
Macau,2010,28123640998.7253,18000.8754208754,98722,79.75,534626,295655,130200
Madagascar,2010,8729936135.74488,36.2477765932,1390,62.4,21079532,21151,158180
Malawi,2010,6959655570.89098,156.6591429784,737,55.4,14769824,170320,271159
Malaysia,2010,255016919685.822,85.5866686958,20398,74.4,28119500,2219148,1621937
Maldives,2010,2323401757.8125,1223.3333333333,11674,79.2,332575,69571,2757
Mali,2010,10678749467.4697,12.4302657783,1664,59.2,15167286,223932,842729
Malta,2010,8163355021.12327,1295.3375,27906,81.3,412064,32304,97887
Marshall Islands,2010,163803078.278876,291.2666666667,3514,65.8,52428,2749,6168
Mauritania,2010,4337791530.87884,3.4844280586,3299,68.6,3591400,56954,113398
Mauritius,2010,9718233910.68203,615.960591133,15599,73.4,1247951,23497,152757
Mexico,2010,1051128603513.77,61.0188235294,15460,75.4,118617542,966873,11828349
Middle East & North Africa,2010,2742639888023.15,34.3019412938,,,,,
Middle East & North Africa (excluding high income),2010,1362935527742.17,38.4129238624,,,,,
Middle East & North Africa (IDA & IBRD countries),2010,1354032873833.12,37.9983511387,,,,,
Middle income,2010,19898871139503.5,65.8358895658,,,,,
Moldova,2010,5811604051.96737,124.1693101405,3925,70.5,4084483,152732,833095
Monaco,2010,5350674803.33858,18422.5,54146,,36845,10842,26488
Mongolia,2010,7189482029.68248,1.7460909138,7708,65.2,2712657,15510,58455
Montenegro,2010,4139192052.98013,46.0541263941,13656,76.5,621952,78125,131507
Morocco,2010,93216746661.5977,71.9420546717,6466,73.7,32107739,58819,2779496
Mozambique,2010,10154238250.1818,30.9283768661,930,54.4,24321457,144891,672976
Myanmar,2010,,79.1920720693,3077,66,51733013,66565,2436388
Namibia,2010,11282192605.0374,2.6644839607,8433,61.4,2193643,100198,93209
Nauru,2010,,501.25,9523,,10025,1944,2160
Nepal,2010,16002656434.4746,187.4845483083,1999,69,26875910,556029,1377299
Netherlands,2010,836439735099.338,492.5998814112,45843,80.8,16631571,1827558,903207
New Caledonia,2010,,13.6761487965,,75.67,246345,55415,5783
New Zealand,2010,146584522265.456,16.5231096426,31824,80.8,4369027,908399,663809
Nicaragua,2010,8741313140.24883,47.6792587668,3966,77.2,5737722,35536,598189
Niger,2010,5718589799.24366,12.8617589011,841,59.2,16291990,116285,309431
Nigeria,2010,369062464570.387,175.043910098,5114,61.2,159424742,825990,984555
North America,2010,16583522548731.1,18.826689191,,,,,
North Korea,2010,,203.4756747778,1393,71.2,24500506,42072,105807
Northern Mariana Islands,2010,,117.0869565217,,76.4,53860,23130,2617
Norway,2010,428524701366.599,13.3862256841,62946,81.1,4891251,516976,182723
Not classified,2010,,,,,,,
OECD members,2010,44291114644304.6,36.1474048348,,,,,
Oman,2010,58641352405.7217,9.5112988691,49188,76.1,2943747,783100,20784
Other small states,2010,312830875909.53,12.7865238588,,,,,
Pacific island small states,2010,6469972333.71451,34.4458099688,,,,,
Pakistan,2010,177406854514.885,220.5841609589,4220,64.5,170043918,3938511,5018550
Palau,2010,183800000,44.5,12113,,20470,5141,2608
Panama,2010,28917200000,48.7019908528,14921,77.3,3620506,156722,134756
Papua New Guinea,2010,9716103408.96554,15.1206046019,2163,59.1,6847517,24303,4302
Paraguay,2010,20030528042.9171,15.6301963252,7008,74,6209877,156416,764256
Peru,2010,148521818488.749,22.948159375,9915,78.4,29373644,82847,1312888
Philippines,2010,199590774784.581,312.0330750914,5614,70.1,93038902,153633,4656379
Poland,2010,479242529764.866,124.2092007314,21328,76.2,38574682,634946,4135816
Portugal,2010,238317631788.079,115.4394584562,27393,79.9,10584837,759742,2098897
Post-demographic dividend,2010,42162464764779.2,34.1623555119,,,,,
Pre-demographic dividend,2010,1001502333116.13,36.4869596347,,,,,
Puerto Rico,2010,98381268000,419.5632468997,34454,77.1,3709671,287931,1648962
Qatar,2010,125122306346.154,152.0683031869,127984,79.2,1765513,1406620,22307
Republic of Ireland,2010,220076114437.086,66.1947307301,43860,81,4617334,730542,776575
Republic of Macedonia,2010,9407168702.4313,81.778072958,11179,75.2,2062443,128286,479614
Republic of the Congo,2010,12007880590.4575,11.9065241581,632,58.4,65938712,411152,195848
Romania,2010,167998080493.408,88.0107411432,16888,73.7,20298838,143106,3356754
Russia,2010,1524917468442.01,8.7226343618,21664,68.9,143158099,11194137,10430967
Rwanda,2010,5698548987.88591,417.2545196595,1262,65.1,10293669,417680,328146
Saint Kitts and Nevis,2010,692457407.407407,201.3538461538,20479,,52352,3431,35945
Saint Lucia,2010,1249497000,290.8147540984,10515,74.5,177397,7867,50686
Saint Vincent and the Grenadines,2010,681225962.962963,280.2974358974,9935,71.1,109316,4202,55405
Samoa,2010,656789149.595525,65.7346289753,5405,72.6,186029,4671,104004
San Marino,2010,,511.5,44525,,30690,4192,2264
São Tomé and Príncipe,2010,195176113.354139,178,2743,66.9,170880,2640,30810
Saudi Arabia,2010,526811466666.667,13.0673013318,45598,78.7,28090647,8147064,227479
Senegal,2010,12932428287.6047,67.29751727,2182,64.2,12956791,215154,557134
Serbia,2010,39460357730.5224,83.3688085982,12301,74.8,9059046,825407,875960
Seychelles,2010,969936525.298729,195.152173913,20364,73.1,93081,11053,10673
Sierra Leone,2010,2616610911.08235,80.0208090884,1347,55,5775902,96482,134149
Singapore,2010,236421782178.218,7231.811965812,72056,81.3,5078961,1919435,281520
Sint Maarten,2010,,1043.3529411765,,,33125,,
Slovakia,2010,89254437086.0927,112.1088769208,24438,75.7,5406896,145694,301524
Slovenia,2010,48016423841.0596,101.7171300894,28377,79.5,2052480,253392,130188
Small states,2010,378924271154.191,14.0140350035,,,,,
Solomon Islands,2010,671585231.579861,18.7987495534,1787,62.7,526177,2148,3351
Somalia,2010,,15.2735581981,614,51.6,9581714,1919,1595533
South Africa,2010,375349442837.24,41.8533048508,12087,54.9,51621594,1890854,740536
South Asia,2010,2093718885212,341.3312961312,,,,,
South Asia (IDA & IBRD),2010,2093718885212,341.3312961312,,,,,
South Korea,2010,1094499338702.72,508.1802530083,30440,80.4,49090041,877436,2266276
South Sudan,2010,15727363443.0995,,3838,56,10056475,255341,403896
Spain,2010,1431672847682.12,93.1519309614,32994,81.8,46601492,6277672,1109449
Sri Lanka,2010,56725745039.336,320.8100781375,7572,75,20201312,37190,1438103
St. Martin,2010,,555.7904411765,,,,23963,23346
Sub-Saharan Africa,2010,1355385369041.19,36.9962076791,,,,,
Sub-Saharan Africa (excluding high income),2010,1354415555621.32,36.9931272806,,,,,
Sub-Saharan Africa (IDA & IBRD countries),2010,1355385369041.19,36.9962076791,,,,,
Sudan,2010,65634109236.7736,19.4323905724,3282,66.1,36114885,554541,1196493
Suriname,2010,4368398047.64333,3.3214166667,14325,70.7,518141,23306,259813
Swaziland,2010,3527776867.18024,69.3690697674,5862,46.4,1193148,24283,63655
Sweden,2010,488379327089.837,22.8545255154,42898,81.6,9382297,1292196,300795
Switzerland,2010,581211708792.789,198.018751898,54183,82.3,7830534,1958346,639637
Syria,2010,,112.8388716441,6603,76.5,20720602,1271568,1094693
Tajikistan,2010,5642221528.67072,54.1704486996,2110,70.1,7581696,277849,587770
Tanzania,2010,31407908612.0943,51.5336701287,2143,61.4,45648525,301574,265412
Thailand,2010,340923571200.889,130.5408678972,12822,74.2,66692024,3223380,770069
The Bahamas,2010,7909580000,36.046953047,22915,72.7,360830,53806,34719
The Gambia,2010,952429030.415536,167.292687747,1667,66.5,1693002,180372,82182
Togo,2010,3172945644.5585,117.500478029,1246,58.7,6390851,235112,381618
Tonga,2010,369816107.03043,144.3708333333,4945,70.7,103947,1417,50995
Trinidad and Tobago,2010,21037612736.256,258.88791423,29321,71.8,1328095,40940,339229
Tunisia,2010,44050929160.2627,67.888130793,10411,77.1,10639194,35123,606017
Turkey,2010,731168051636.944,93.9547782701,16674,78.8,72310416,1255160,2952422
Turkmenistan,2010,22583157894.7368,10.7292469091,10032,68.1,5041995,195437,238574
Turks & Caicos Islands,2010,,32.6242105263,20095,,30993,8981,1732
Tuvalu,2010,31823518.6204366,327.5666666667,3222,,9827,123,3276
U.S. Virgin Islands,2010,,303.62,,79.46,106382,55526,3287
Uganda,2010,20181796802.8574,165.3172601237,1515,57.8,33149417,526101,701252
Ukraine,2010,136419300367.962,79.1802458054,7844,70.5,45647497,4479141,5497123
United Arab Emirates,2010,286049336038.121,99.6346052632,56644,75.6,8329453,7094180,121530
United Kingdom,2010,2403504326328.8,259.440189311,36240,80.2,62716684,7560559,4555299
United States,2010,14964372000000,33.817935877,49373,78.8,309876170,40180172,2721712
Upper middle income,2010,15300290299104.3,43.1772982834,,,,,
Uruguay,2010,40284682481.3918,19.2801622672,17095,76.2,3374414,71777,332362
Uzbekistan,2010,39332770928.9426,67.1424541608,4185,70.2,27739764,1140101,1913257
Vanuatu,2010,700804286.224354,19.384659557,2948,63.9,236299,2191,7939
Venezuela,2010,393801459277.332,32.8731307749,16536,74.9,28995745,1331312,550420
Vietnam,2010,115931749904.839,280.3641113297,4486,74.5,88357775,57368,2306669
West Bank and Gaza,2010,8913100000,633.0734219269,,,,,
World,2010,65647819210535,53.3662007199,,,,,
Yemen,2010,30906753495.1501,44.6843040324,4534,66.6,23591972,250376,880927
Zambia,2010,20265552104.3964,18.7215849016,3451,53.1,13917439,130863,209456
Zimbabwe,2010,9422161300,36.1222618586,1484,49.1,13973897,286242,666407
Afghanistan,2015,19199437988.8023,49.8216493582,1925,53.8,32526562,364151,4843117
Albania,2015,11455595709.1413,105.4440510949,10620,78,2896679,51235,1122910
Algeria,2015,166838617796.555,16.654428695,13434,76.4,39666519,227417,1763771
American Samoa,2015,,277.69,,72.9,55538,22660,2035
Andorra,2015,,149.9425531915,46577,84.8,70473,39552,7571
Angola,2015,102643104696.208,20.0705654929,7615,59.6,25021974,89974,555403
Antigua and Barbuda,2015,1297285370.37037,208.6772727273,21049,76.4,91818,27688,65489
Arab World,2015,2530101503617,28.7798581219,,,,,
Argentina,2015,,15.8646960379,17344,76.5,43416755,2042145,940273
Armenia,2015,10561401185.098,105.9962065332,7763,74.7,3017712,169744,937299
Aruba,2015,,577.1611111111,37138,75.72,103889,34486,16724
Australia,2015,1339539063150.01,3.0955793187,44056,82.3,23968973,6684394,526579
Austria,2015,374055872241.322,104.3376185918,44401,81.3,8544586,1492374,575828
Azerbaijan,2015,53047140347.4527,116.7610181589,16986,72.9,9753968,261751,1146769
Bahrain,2015,32221489361.7021,1788.6194805195,44138,79.1,1377237,696373,55964
Bangladesh,2015,195078665827.565,1236.8106476147,3161,70.4,160995642,1173775,7205410
Barbados,2015,4451000000,660.9651162791,12984,75.7,284215,20397,98464
Belarus,2015,54608962634.9908,46.8828544675,17415,71,9495826,1082594,1485323
Belgium,2015,454039037373.849,372.7120541612,41240,80.5,11299192,1371402,530990
Belize,2015,1763000000,15.7512932924,8501,71.7,359287,52229,59884
Benin,2015,8476125180.59445,96.4865998581,1830,62.3,10879829,208093,615852
Bermuda,2015,,1304.7,47081,78.5,62004,18086,17046
Bhutan,2015,1962221695.69413,20.3276753155,7983,72.7,774830,47189,44190
Bolivia,2015,33196819571.6353,9.9000323087,6295,73.2,10724705,139511,799605
Bosnia and Herzegovina,2015,15995392117.9473,74.4221875,9833,78.9,3810416,33950,1650772
Botswana,2015,14390863395.3171,3.992174404,17196,58.7,2262485,141110,58346
Brazil,2015,1774724818900.48,24.8676772583,15441,74.4,207847528,706609,1544024
British Virgin Islands,2015,,200.78,,,30117,14576,4624
Brunei,2015,15492035784.4207,80.3013282732,73003,77.1,423188,101707,46237
Bulgaria,2015,48952959079.5738,66.1200350037,16371,74.8,7149787,100916,1176390
Burkina Faso,2015,11099473096.8345,66.1753289474,1654,60.9,18105570,658342,1453378
Burundi,2015,3085184836.89126,435.3162383178,777,61.4,11178921,262969,284187
Cambodia,2015,18049954289.4301,88.2500509857,3267,69.4,15577899,71024,1187142
Cameroon,2015,29198372811.2037,49.3837215206,2897,59.4,23344179,379375,328604
Canada,2015,1550536520141.93,3.9425671715,43294,81.7,35939927,7826507,1286176
Cape Verde,2015,1629759975.07703,129.1568238213,6514,72.9,520502,13416,165732
Caribbean small states,2015,70876623388.2007,17.4113029517,,,,,
Cayman Islands,2015,,249.8625,49009,,59967,23656,1569
Central African Republic,2015,1503299943.61311,7.8658608623,599,49.6,4900274,58076,440745
Central Europe and the Baltics,2015,1273220514555.24,93.5854685177,,,,,
Chad,2015,10888798113.7866,11.1479288437,2191,57.4,14037472,503624,208137
Channel Islands,2015,,861.5368421053,,,,79174,20335
Chile,2015,240215707927.037,24.1390296584,22465,79.4,17948141,469436,612409
China,2015,10866443998394.2,146.0576461266,13334,76.2,1376048943,813787,9546065
Colombia,2015,292080155633.31,43.468863452,12761,78,48228704,132398,2638852
Comoros,2015,,423.6829661472,1472,68.1,788474,11204,116516
Costa Rica,2015,51106697023.7464,94.160791226,14132,80.3,4807850,407450,133185
Croatia,2015,48732003674.38,75.4897069335,20260,77.8,4240317,556944,865147
Cuba,2015,,106.9954814042,21291,78.2,11389562,12494,1426380
Curaçao,2015,,355.9459459459,,,157203,37047,69893
Cyprus,2015,19319729400.0222,126.1147186147,29797,81.8,1165300,194497,177185
Czech Republic,2015,181811026983.078,136.6207302862,29437,78.8,10543186,405093,932582
Democratic Republic of the Congo,2015,35237742278.1367,34.0825363358,6220,61.5,4620330,421668,1403757
Denmark,2015,295164313328.842,133.7733207636,43495,80.4,5669081,572520,250675
Djibouti,2015,,38.3028904228,3139,63.8,887861,105630,15927
Dominica,2015,537777777.777778,96.9066666667,10503,73.1,72680,5437,69817
Dominican Republic,2015,67103263863.3943,217.8888865894,12837,75.3,10528391,407095,1304493
Early-demographic dividend,2015,9844617142362.03,94.316736794,,,,,
East Asia & Pacific,2015,21281190210607.7,93.459058807,,,,,
East Asia & Pacific (excluding high income),2015,13067365836500.9,127.8834479781,,,,,
East Asia & Pacific (IDA & IBRD countries),2015,13042481396103,127.2642527226,,,,,
East Timor,2015,1412377919.12175,83.7266308003,2086,72.4,1184765,9540,37311
Ecuador,2015,100871770000,65.003877436,10996,75.9,16144363,316204,1101923
Egypt,2015,330778550716.746,91.9263488874,11031,71.5,91508084,477125,3268970
El Salvador,2015,25850200000,295.684507722,7776,74.9,6126583,41918,1436158
Equatorial Guinea,2015,9397792253.2693,30.126916221,31087,61,845060,8746,81029
Eritrea,2015,,,1129,60.7,5227791,13715,499916
Estonia,2015,22691482754.7965,30.9506487379,26812,77.8,1312558,202278,198042
Ethiopia,2015,61537143095.3874,99.39075,1520,65.2,99390750,1003041,753492
Euro area,2015,11539744200242.7,126.7532586886,,,,,
Europe & Central Asia,2015,19985557261149.5,33.0875034657,,,,,
Europe & Central Asia (excluding high income),2015,2887774281436.24,18.1821212412,,,,,
Europe & Central Asia (IDA & IBRD countries),2015,3411289678133.56,19.7326222267,,,,,
European Union,2015,16229464160142.9,120.2597982898,,,,,
Faroe Islands,2015,,34.526504298,,,48199,5202,14284
Federated States of Micronesia,2015,,149.2285714286,3510,68.9,104460,109109,19798
Fiji,2015,4386008744.53467,48.8311439518,7925,65.8,892145,11975,204934
Finland,2015,229810358212.266,18.039464938,38923,80.9,5503457,314947,295077
Fragile and conflict affected situations,2015,699440550639.043,32.765102833,,,,,
France,2015,2421682377730.95,122.011744896,37599,81.8,64395345,7784418,2145975
French Polynesia,2015,,77.2579234973,,76.69,282764,26208,1337
Gabon,2015,14339723934.6724,6.6957426165,18627,65.9,1725292,261342,63209
Georgia,2015,13965385801.7891,64.3654431576,7474,72.9,3999812,165141,838430
Germany,2015,3355772429854.72,233.5833620244,44053,80.8,80688545,12003643,4045411
Ghana,2015,37864368219.9169,120.4618660455,4099,65.3,27409893,306873,801710
Gibraltar,2015,,3221.7,,,32217,8741,13065
Greece,2015,195212006432.295,83.969992242,25430,81,10954617,1242514,871643
Greenland,2015,,0.1367133634,27763,72.1,56186,5727,17552
Grenada,2015,978148148.148148,314.1911764706,11593,71.5,106825,4823,65812
Guam,2015,,314.6018518519,,71.7,169885,73602,2144
Guatemala,2015,63794348774.6251,152.5093038447,7279,72.6,16342897,76258,1017517
Guinea,2015,6699203543.29047,51.312835748,1225,59.1,12608590,222972,426941
Guinea-Bissau,2015,1056851007.567,65.5876600284,1386,55.6,1844325,21642,101828
Guyana,2015,3166029055.69007,3.8967995936,6816,66.8,767085,14507,460286
Haiti,2015,8877465911.26736,388.6453918723,1710,64.3,10711067,36711,1195240
Heavily indebted poor countries (HIPC),2015,617584097144.615,36.502745334,,,,,
High income,2015,46985246880274.4,33.8490979134,,,,,
Honduras,2015,20152043003.4425,72.1696308875,4270,73,8075060,27931,648520
Hong Kong,2015,309928790732.475,6957.8095238095,53874,83.73,7287983,2806766,1041264
Hungary,2015,120687138088.121,108.745012703,24200,76.7,9855023,440150,595937
IBRD only,2015,24991119119691.6,66.6805464701,,,,,
Iceland,2015,16598494830.9142,3.2999800499,42182,83.3,329425,37522,38496
IDA & IBRD total,2015,27212287211883,64.6030569077,,,,,
IDA blend,2015,1219731223578.88,85.8322083148,,,,,
IDA only,2015,991555821372.255,50.8125677202,,,,,
IDA total,2015,2220988810518.32,59.4739013683,,,,,
India,2015,2073542978208.77,440.9575328183,5903,67.2,1311050527,5138790,15575724
Indonesia,2015,861933968740.332,142.1771253664,10504,71.1,257563815,291093,3876739
Iran,2015,,48.5765079365,15573,74.6,79109272,2484128,1123383
Iraq,2015,168606686710.642,83.8630387733,14646,67.4,36423395,328017,1479966
Isle of Man,2015,,154,,,87780,43066,10957
Israel,2015,296075434804.981,387.2643253235,31590,82.1,8064036,1406027,342585
Italy,2015,1814762858045.91,206.7113789352,33297,82.2,59797685,5788875,2900924
Ivory Coast,2015,31752543539.2202,71.3885408805,3491,59.1,22701556,2095575,850105
Jamaica,2015,14005654598.9598,251.7027700831,8606,75,2793335,20697,1067455
Japan,2015,4123257609614.74,348.2512398508,36162,83.2,126573481,1959777,797496
Jordan,2015,37517410299.2739,85.5434444695,11752,78.5,7594547,3109064,699719
Kazakhstan,2015,184360630555.504,6.4985465052,23468,70.2,17625226,3546778,4075738
Kenya,2015,63398041540.367,80.912081386,2898,65.1,46050302,1023927,455889
Kiribati,2015,145237022.01187,138.7938271605,1824,63,112423,2644,4717
Kosovo,2015,6385937673.2838,165.073114724,,,,,
Kuwait,2015,112811565304.088,218.4127384961,82633,80.3,3892115,2751639,187871
Kyrgyzstan,2015,6571853849.00585,31.0583941606,3245,69.8,5939962,199981,760847
Laos,2015,12327488340.7341,29.4715034662,5212,67.1,6802023,17933,1345075
Late-demographic dividend,2015,18139821040425,50.5082024146,,,,,
Latin America & Caribbean,2015,5148021740754.13,31.5819423216,,,,,
Latin America & Caribbean (excluding high income),2015,4260813400818.89,34.3509740407,,,,,
Latin America & the Caribbean (IDA & IBRD countries),2015,4970640373566.21,30.976885293,,,,,
Latvia,2015,27035266718.4208,31.812831645,23282,75.4,1970503,263126,337678
Least developed countries: UN classification,2015,911203757139.107,47.3161722645,,,,,
Lebanon,2015,47102873631.8408,571.9201368524,17050,78.9,5850743,1996163,798140
Lesotho,2015,,70.3235177866,2598,47.1,2135022,3932,363763
Liberia,2015,2053000000,46.7549626246,958,63.2,4503438,108166,276630
Libya,2015,29152707344.7142,3.5682269229,17261,74.1,6278438,771146,141623
Liechtenstein,2015,,234.56875,,,37531,23089,3870
Lithuania,2015,41243983586.5587,46.4331711209,26665,75.2,2878405,135699,544120
Low & middle income,2015,25960680236421.8,66.531531963,,,,,
Low income,2015,392904088142.867,47.6965884811,,,,,
Lower middle income,2015,5820362718926.53,134.5681125398,,,,,
Luxembourg,2015,57793612066.0974,219.9521235521,88314,82.2,567110,248964,61058
Macau,2015,46177532874.139,19392.9372937294,148374,80.82,587606,318113,140395
Madagascar,2015,9980522718.48012,41.6558783087,1400,63.5,24235390,23463,169984
Malawi,2015,6565382258.60153,182.5968604158,799,60.5,17215232,168314,302515
Malaysia,2015,296217641787.223,92.3177811596,24320,75.3,30331007,2318973,1835252
Maldives,2015,3142812004.19099,1363.8766666667,14408,80,363657,88681,2844
Mali,2015,13100263697.0551,14.4237323695,1684,60.2,17599694,243182,1005607
Malta,2015,,1347.915625,30265,82.1,418670,40425,103392
Marshall Islands,2015,,294.4055555556,3661,66.9,52993,2924,6901
Mauritania,2015,,3.9464092364,3877,69.7,4067564,105999,119334
Mauritius,2015,11510952257.3431,621.9729064039,18350,74.5,1273212,27033,168255
Mexico,2015,1144331343172.45,65.3397587387,16850,75.9,127017224,1188870,12339062
Middle East & North Africa,2015,3113597975122.73,37.7415897266,,,,,
Middle East & North Africa (excluding high income),2015,,41.9578757029,,,,,
Middle East & North Africa (IDA & IBRD countries),2015,,41.4750114939,,,,,
Middle income,2015,25567686366458,69.7405833222,,,,,
Moldova,2015,6551161404.09357,123.7646690114,4896,73.9,4068897,138431,888610
Monaco,2015,,18865.5,63472,,37731,10795,28626
Mongolia,2015,11757940908.6277,1.9047439429,11819,67.1,2959134,17016,59266
Montenegro,2015,3992640233.17019,46.2742007435,14833,77.2,625781,81568,138356
Morocco,2015,100359546357.65,77.0278086489,7319,74.6,34377511,72288,2834641
Mozambique,2015,14688606237.729,35.5780449655,1176,57.1,27977863,150498,713867
Myanmar,2015,64865515159.2277,82.5276443927,4012,68,53897154,63860,2881797
Namibia,2015,11546088223.2118,2.9865903873,10040,64.2,2458830,91826,145852
Nauru,2015,,511.1,16686,,10222,2271,2391
Nepal,2015,20880545907.4264,198.9096616672,2352,69.7,28513700,497086,1629306
Netherlands,2015,752547410446.934,503.0151470151,45784,81.3,16924929,1974046,981434
